id,text,label
"5064", "Sürekli düzeltme isteniyor", "þikayet"
"5065", "Danýþmaným tez konusuna hakim deðil", "þikayet"
"5066", "Araþtýrma izinleri almak çok zor", "þikayet"
"5067", "Çalýþma saatleri ile tez süreci uyuþmuyor", "þikayet"
"5068", "Tez yazýmý psikolojik olarak yýpratýcý", "þikayet"
"5069", "Yüksek lisans programý yeterince rehberlik sunmuyor", "þikayet"
"5070", "Tez verileri güncel deðil", "þikayet"
"5071", "Katýlýmcý bulmakta zorlanýyorum", "þikayet"
"5072", "Etik kurul süreçleri çok uzun", "þikayet"
"5073", "Sistemsel sorunlar ilerlemeyi engelliyor", "þikayet"
"5074", "Danýþmanla iletiþim kurmak imkansýz hale geldi", "þikayet"
"5075", "Tez yazýlýmý için yeterli zaman kalmýyor", "þikayet"
"5076", "Kaynak gösteriminde sürekli hata çýkýyor", "þikayet"
"5077", "Tez yazým dili çok akademik olmalý", "þikayet"
"5078", "Geri bildirim almak çok vakit alýyor", "þikayet"
"5079", "Tez konusu güncelliðini yitirdi", "þikayet"
"5080", "Jüri üyeleri çok zorlayýcý", "þikayet"
"5081", "Araþtýrma yapmak için yeterli ekipman yok", "þikayet"
"5082", "Tez sunumu için zaman yaratamýyorum", "þikayet"
"5083", "Bazý kaynaklara eriþim yok", "þikayet"
"5084", "Online kaynaklar yetersiz", "þikayet"
"5085", "Tez çýktýlarý yazýcýda bozuluyor", "þikayet"
"5086", "Yazýlým araçlarýný kullanmak zor", "þikayet"
"5087", "Tez düzenleme süreci çok karmaþýk", "þikayet"
"5088", "Kütüphane saatleri sýnýrlý", "þikayet"
"5089", "Yüksek lisans mezuniyetim sürekli erteleniyor", "þikayet"
"5090", "Tez savunmasýnda çok geriliyorum", "þikayet"
"5091", "Metin düzenleme çok zaman alýyor", "þikayet"
"5092", "Danýþman talepleri sürekli deðiþiyor", "þikayet"
"5093", "Verilerimi analiz edecek kimse yok", "þikayet"
"5094", "Tez teslim tarihi sürekli yaklaþýyor", "þikayet"
"5095", "Destek alamadýðým için zorlanýyorum", "þikayet"
"5096", "Tez yükleme sisteminde hata oluþuyor", "þikayet"
"5097", "Formatlama kurallarýný anlamak zor", "þikayet"
"5098", "Kendi çabamla her þeyi yapmak zorundayým", "þikayet"
"5099", "Yüksek lisans tez süreci çok stresli", "þikayet"
"5100", "Jüri üyeleri birbirinden farklý beklentilere sahip", "þikayet"
"5101", "Origami Japon kökenli bir katlama sanatýdýr", "bilgi"
"5102", "Origami kaðýdý genellikle kare þeklindedir", "bilgi"
"5103", "Tek parça kaðýt kullanýlarak þekiller oluþturulur", "bilgi"
"5104", "En bilinen origami figürü turna kuþudur", "bilgi"
"5105", "Origami kaðýdý özel olarak ince üretilir", "bilgi"
"5106", "Modüler origami birden fazla parça içerir", "bilgi"
"5107", "Islak katlama tekniði daha kývrýmlý þekiller saðlar", "bilgi"
"5108", "Origami konsantrasyon ve sabýr gerektirir", "bilgi"
"5109", "Bazý origami modelleri üç boyutlu olabilir", "bilgi"
"5110", "Matematik origami ile yakýndan iliþkilidir", "bilgi"
"5111", "Origami terapötik bir uðraþ olarak görülür", "bilgi"
"5112", "Bazý mühendislik tasarýmlarý origamiden ilham alýr", "bilgi"
"5113", "Origami figürleri sembolik anlamlar taþýyabilir", "bilgi"
"5114", "Kusudama origaminin dekoratif bir türüdür", "bilgi"
"5115", "Origami festivalleri dünya genelinde düzenlenir", "bilgi"
"5116", "Origami çocuklarýn motor becerilerini geliþtirir", "bilgi"
"5117", "Origami modelleri genellikle katlama þemalarýyla anlatýlýr", "bilgi"
"5118", "Bazý origami ustalarý kaðýdý kesmeden çalýþýr", "bilgi"
"5119", "Origami doðayla uyumlu bir sanat biçimidir", "bilgi"
"5120", "Origami öðrenmek için sabýrlý olmak gerekir", "bilgi"
"5121", "Origami sanatýnda simetri çok önemlidir", "bilgi"
"5122", "Bazý origami figürleri hareket edebilir", "bilgi"
"5123", "Origami antik Çin'de de izler taþýr", "bilgi"
"5124", "Origami bazý kültürlerde iyi þans sembolüdür", "bilgi"
"5125", "Origami matematiksel katlama teorileri içerir", "bilgi"
"5126", "Origami ile kalp yýldýz çiçek gibi þekiller yapýlabilir", "bilgi"
"5127", "Origami figürleri mimari modellemelerde kullanýlýr", "bilgi"
"5128", "Origami yarýþmalarý düzenlenmektedir", "bilgi"
"5129", "Origami için yapýþtýrýcý kullanýlmaz", "bilgi"
"5130", "Origami eðitimde dikkat geliþtirmek için kullanýlýr", "bilgi"
"5131", "Origami Japon kültüründe barýþýn simgesidir", "bilgi"
"5132", "Bazý origami ustalarý eserlerini müzelerde sergiler", "bilgi"
"5133", "Origami akýllý ambalaj tasarýmlarýnda da kullanýlýr", "bilgi"
"5134", "Origami mühendislikte katlanabilir yapýlarda örnektir", "bilgi"
"5135", "Origami tasarýmlarý bilgisayar programlarýyla çizilebilir", "bilgi"
"5136", "Origami modelleri sergilerde sanat eseri olarak sunulur", "bilgi"
"5137", "Origami okul müfredatýna alýnan bir sanattýr", "bilgi"
"5138", "Origami teknikleri uzay teknolojisinde de yer alýr", "bilgi"
"5139", "Origami sanatýnda hata düzeltmek zordur", "bilgi"
"5140", "Origami modelleri katlama aþamalarýyla tarif edilir", "bilgi"
"5141", "Origami geleneksel ve modern tarzlar içerir", "bilgi"
"5142", "Origami eðitimi çevrim içi olarak da verilmektedir", "bilgi"
"5143", "Origami sergileri dünya genelinde düzenlenir", "bilgi"
"5144", "Origami sanatçýlarý uluslararasý ödüller kazanabilir", "bilgi"
"5145", "Origami bazý robotik sistemlerde ilham kaynaðýdýr", "bilgi"
"5146", "Origami sanatý sabýr ve hassasiyet gerektirir", "bilgi"
"5147", "Origami doða motifleriyle süslenebilir", "bilgi"
"5148", "Origami bazý kültürlerde yeni baþlangýçlarý simgeler", "bilgi"
"5149", "Origami eðlenceli ve yaratýcý bir uðraþtýr", "bilgi"
"5150", "Origami figürleri sembolik anlamlar taþýyabilir", "bilgi"
"5151", "Asansörler yoðun saatlerde çok yavaþ çalýþýyor", "þikayet"
"5152", "Asansörlerin katlar arasýnda bekleme süresi uzuyor", "þikayet"
"5153", "Asansör gelmeden önce uzun süre beklemek zorunda kalýyoruz", "þikayet"
"5154", "Asansör düðmesine basmak bile bazen iþe yaramýyor", "þikayet"
"5155", "Katlar arasý geçiþ çok uzun sürüyor", "þikayet"
"5156", "Asansör geldiðinde genelde dolu oluyor", "þikayet"
"5157", "Asansör sistemi eskidiði için çok yavaþ çalýþýyor", "þikayet"
"5158", "Bekleme süresi zaman kaybýna neden oluyor", "þikayet"
"5159", "Asansör sabah saatlerinde neredeyse iþlemiyor", "þikayet"
"5160", "Kat düðmeleri bazen tepki vermiyor", "þikayet"
"5161", "Asansör bozulduðunda günlerce tamir edilmiyor", "þikayet"
"5162", "Bekleme süresi özellikle üst katlarda daha fazla", "þikayet"
"5163", "Asansör çaðýrma sistemi verimli çalýþmýyor", "þikayet"
"5164", "Asansör içeride kalabalýk olunca kat deðiþtirmiyor", "þikayet"
"5165", "Asansörler geç geliyor erken gidiyor", "þikayet"
"5166", "Bazý asansörler katlarý karýþtýrýyor", "þikayet"
"5167", "Asansörler düzenli bakým görmediði için sorun çýkýyor", "þikayet"
"5168", "Bekleme süresi iþ yerlerinde stresi artýrýyor", "þikayet"
"5169", "Asansör kapýlarý yavaþ açýlýyor", "þikayet"
"5170", "Asansör çaðýrma tuþlarý bazen çalýþmýyor", "þikayet"
"5171", "Asansörler sesli uyarý vermediði için fark edilmiyor", "þikayet"
"5172", "Çok katlý binalarda bekleme dayanýlmaz hale geliyor", "þikayet"
"5173", "Asansör sýklýkla arýza veriyor", "þikayet"
"5174", "Bekleme süresi asansör tercih edilmeyecek düzeyde", "þikayet"
"5175", "Asansör sinyalleri sessiz olduðu için kaçýrýlýyor", "þikayet"
"5176", "Asansör sistemi yenilenmediði için verimsiz", "þikayet"
"5177", "Bekleme süresi bazen beþ dakikayý geçiyor", "þikayet"
"5178", "Asansörler öðle saatlerinde kilitleniyor", "þikayet"
"5179", "Katlar arasý iniþ çýkýþ çok zaman alýyor", "þikayet"
"5180", "Asansör kabinleri yetersiz kalýyor", "þikayet"
"5181", "Asansörlerde bekleme sýrasýnda içerisi havasýz kalýyor", "þikayet"
"5182", "Bekleme süresi güvenlik riski oluþturuyor", "þikayet"
"5183", "Asansörler acil durumlarda bile geç geliyor", "þikayet"
"5184", "Asansörler bazen çaðrýlara hiç cevap vermiyor", "þikayet"
"5185", "Asansörlerde yön göstergeleri çalýþmýyor", "þikayet"
"5186", "Bekleme süresi apartman sakinlerini rahatsýz ediyor", "þikayet"
"5187", "Asansör sýk sýk kat deðiþtirmeden sabit kalýyor", "þikayet"
"5188", "Bekleme süresi yaþlýlar için büyük sorun", "þikayet"
"5189", "Asansör kapýlarý çok geç kapanýyor", "þikayet"
"5190", "Asansörler iþ çýkýþýnda saatlerce bekletiyor", "þikayet"
"5191", "Bekleme süresi binalarda aciliyetleri engelliyor", "þikayet"
"5192", "Asansörler fazla kiþi alýnca çalýþmayý durduruyor", "þikayet"
"5193", "Asansör beklerken merdiven kullanmak zorunda kalýyoruz", "þikayet"
"5194", "Bekleme süreleri sabah ve akþam zirve yapýyor", "þikayet"
"5195", "Asansör sýk arýza verdiði için kullanýlamýyor", "þikayet"
"5196", "Asansörlerin bekleme süresi teknolojiye yakýþmýyor", "þikayet"
"5197", "Asansörler yanlýþ katlarda duruyor", "þikayet"
"5198", "Bekleme süresi yüzünden iþe geç kalýnýyor", "þikayet"
"5199", "Asansörler acil çýkýþ için yetersiz kalýyor", "þikayet"
"5200", "Bekleme süresi zaman yönetimini zorlaþtýrýyor", "þikayet"
"5201", "Python yüksek seviyeli bir programlama dilidir", "bilgi"
"5202", "Python sözdizimi sade ve okunabilirdir", "bilgi"
"5203", "Python yorumlanan bir dildir", "bilgi"
"5204", "Python nesne yönelimli programlamayý destekler", "bilgi"
"5205", "Python açýk kaynaklýdýr", "bilgi"
"5206", "Python çok platformlu bir dildir", "bilgi"
"5207", "Python dilinin geliþtiricisi Guido van Rossum'dur", "bilgi"
"5208", "Python genellikle yapay zeka projelerinde kullanýlýr", "bilgi"
"5209", "Python web geliþtirme için de kullanýlýr", "bilgi"
"5210", "Python kütüphane bakýmýndan oldukça zengindir", "bilgi"
"5211", "Python veri analizi için tercih edilen bir dildir", "bilgi"
"5212", "Python Django ve Flask gibi frameworkler içerir", "bilgi"
"5213", "Python dilinde girintileme kurallarý önemlidir", "bilgi"
"5214", "Python dilinde dinamik deðiþken tanýmlamalarý yapýlýr", "bilgi"
"5215", "Python dilinde fonksiyonlar def anahtar kelimesiyle tanýmlanýr", "bilgi"
"5216", "Python bilimsel hesaplamalarda kullanýlýr", "bilgi"
"5217", "Python ile masaüstü uygulamalarý geliþtirilebilir", "bilgi"
"5218", "Python veri görselleþtirme için Matplotlib kütüphanesini kullanýr", "bilgi"
"5219", "Python öðrenmesi kolay bir dildir", "bilgi"
"5220", "Python modüler yapýya sahiptir", "bilgi"
"5221", "Python sürekli geliþtirilen bir yazýlýmdýr", "bilgi"
"5222", "Python yazýlým testi için kullanýlabilir", "bilgi"
"5223", "Python ile að programlama yapýlabilir", "bilgi"
"5224", "Python Linux Windows ve macOS'ta çalýþabilir", "bilgi"
"5225", "Python script dili olarak da kullanýlýr", "bilgi"
"5226", "Python kullanýcý dostu bir dildir", "bilgi"
"5227", "Python ile oyun geliþtirme yapýlabilir", "bilgi"
"5228", "Python büyük veri projelerinde rol alýr", "bilgi"
"5229", "Python dosya iþlemlerini kolaylaþtýrýr", "bilgi"
"5230", "Python multiprocessing kütüphanesi içerir", "bilgi"
"5231", "Python nesneleri class yapýsý ile oluþturulur", "bilgi"
"5232", "Python döngü yapýlarý oldukça basittir", "bilgi"
"5233", "Python sözlük listesi gibi veri yapýlarý barýndýrýr", "bilgi"
"5234", "Python web scraping iþlemlerinde kullanýlýr", "bilgi"
"5235", "Python yapýsý itibarýyla hýzlý geliþtirme saðlar", "bilgi"
"5236", "Python dilinde yorum satýrlarý diyez iþaretiyle baþlar", "bilgi"
"5237", "Python veritabaný iþlemleri için SQLite kullanabilir", "bilgi"
"5238", "Python dilinde lambda fonksiyonlarý bulunur", "bilgi"
"5239", "Python öðrenenler için geniþ dökümantasyon mevcuttur", "bilgi"
"5240", "Python projeleri pip ile yönetilebilir", "bilgi"
"5241", "Python ile RESTful API geliþtirilebilir", "bilgi"
"5242", "Python çok sayýda IDE tarafýndan desteklenir", "bilgi"
"5243", "Python zaman modülü ile zaman iþlemleri yapýlabilir", "bilgi"
"5244", "Python unittest ile test yazýmý yapýlabilir", "bilgi"
"5245", "Python threading ile çoklu iþ parçacýðý kullanýr", "bilgi"
"5246", "Python veri bilimi için NumPy kütüphanesi sunar", "bilgi"
"5247", "Python ile ses ve görüntü iþleme mümkündür", "bilgi"
"5248", "Python açýk kaynak projelerde sýkça kullanýlýr", "bilgi"
"5249", "Python birçok üniversitede baþlangýç dili olarak seçilir", "bilgi"
"5250", "Python geliþmiþ hata ayýklama araçlarýna sahiptir", "bilgi"
"5251", "Ev hanýmlýðý sürekli tekrarlayan iþlerle doludur", "þikayet"
"5252", "Ev hanýmlarý genellikle takdir edilmez", "þikayet"
"5253", "Ev iþlerinin sonu hiçbir zaman gelmez", "þikayet"
"5254", "Ev hanýmlýðý fiziksel olarak oldukça yorucudur", "þikayet"
"5255", "Ev hanýmlarý sosyal hayattan kopuk yaþayabilir", "þikayet"
"5256", "Ev hanýmlýðý maddi karþýlýk görmez", "þikayet"
"5257", "Ev hanýmlarý tatil yapma fýrsatý bulamaz", "þikayet"
"5258", "Ev hanýmlýðý toplumda yeterince deðer görmez", "þikayet"
"5259", "Ev iþleri monoton ve bunaltýcý olabilir", "þikayet"
"5260", "Ev hanýmlarý sürekli bir koþturmaca içindedir", "þikayet"
"5261", "Ev hanýmlarýnýn emeði çoðu zaman göz ardý edilir", "þikayet"
"5262", "Ev hanýmlarý için bireysel zaman neredeyse yoktur", "þikayet"
"5263", "Ev hanýmlarý duygusal olarak tükenmiþ hissedebilir", "þikayet"
"5264", "Ev hanýmlarý gün boyunca yalnýz kalabilir", "þikayet"
"5265", "Ev hanýmlýðý bazen psikolojik yük oluþturur", "þikayet"
"5266", "Ev hanýmlarý çoðu zaman görünmez emek harcar", "þikayet"
"5267", "Ev iþleri bir türlü bitmek bilmez", "þikayet"
"5268", "Ev hanýmlarý için kariyer fýrsatlarý kýsýtlýdýr", "þikayet"
"5269", "Ev hanýmlýðý çoðu zaman takdir edilmez", "þikayet"
"5270", "Ev hanýmlarý sürekli tetikte olmak zorundadýr", "þikayet"
"5271", "Ev hanýmlýðý yapanlar kendini deðersiz hissedebilir", "þikayet"
"5272", "Ev hanýmlarý için sosyal destek sýnýrlýdýr", "þikayet"
"5273", "Ev hanýmlýðý rutin iþlere hapsolmak demektir", "þikayet"
"5274", "Ev hanýmlarý gündelik iþleri yetiþtirmekte zorlanýr", "þikayet"
"5275", "Ev hanýmlýðý aile bireyleri tarafýndan hafife alýnýr", "þikayet"
"5276", "Ev hanýmlarý saðlýk sorunlarý yaþayabilir", "þikayet"
"5277", "Ev hanýmlarý çoðu zaman kendine vakit ayýramaz", "þikayet"
"5278", "Ev hanýmlýðý dýþarýdan kolay görünür ama zordur", "þikayet"
"5279", "Ev hanýmlarý birçok iþi ayný anda yapmak zorundadýr", "þikayet"
"5280", "Ev hanýmlarý duygusal destekten yoksun kalabilir", "þikayet"
"5281", "Ev hanýmlýðý kiþisel geliþimi zorlaþtýrýr", "þikayet"
"5282", "Ev hanýmlarý gündelik yaþamda yalnýz hissedebilir", "þikayet"
"5283", "Ev hanýmlýðý bazen kimlik kaybýna neden olur", "þikayet"
"5284", "Ev hanýmlarý fiziksel saðlýk sorunlarý yaþayabilir", "þikayet"
"5285", "Ev hanýmlarý evin her iþiyle ilgilenmek zorundadýr", "þikayet"
"5286", "Ev hanýmlarý aile içindeki yükü tek baþýna taþýr", "þikayet"
"5287", "Ev hanýmlarý zamanla tükenmiþlik sendromu yaþayabilir", "þikayet"
"5288", "Ev hanýmlýðý sabit bir tempoda yorucu geçer", "þikayet"
"5289", "Ev hanýmlýðý çocuklarýn büyümesiyle daha da zorlaþýr", "þikayet"
"5290", "Ev hanýmlarý kendini ifade etmekte zorlanabilir", "þikayet"
"5291", "Ev hanýmlarý sürekli takdir beklemeden çalýþýr", "þikayet"
"5292", "Ev hanýmlarý gece gündüz çalýþmak zorundadýr", "þikayet"
"5293", "Ev hanýmlarý zihinsel olarak da yorulur", "þikayet"
"5294", "Ev hanýmlarý kendine ait zaman yaratmakta zorlanýr", "þikayet"
"5295", "Ev hanýmlýðý ekonomik olarak baðýmlýlýk yaratabilir", "þikayet"
"5296", "Ev hanýmlarý duygusal olarak yalnýzlaþabilir", "þikayet"
"5297", "Ev hanýmlarý toplum içinde temsil edilmez", "þikayet"
"5298", "Ev hanýmlýðý çoðu zaman görünmeyen bir iþtir", "þikayet"
"5299", "Ev hanýmlarý genelde yetersiz hissedebilir", "þikayet"
"5300", "Ev hanýmlýðý zamanla kiþisel hedefleri unutturur", "þikayet"
"5301", "Orhan hoca bir garip davranýyor.", "bilgi"
"5302", "Hoca bir garip davranýyor.", "bilgi"
"5303", "Bir garip davranýyor.", "bilgi"
"5304", "Pizza yedim.", "bilgi"
"5305", "Yemek yedim.", "bilgi"
"5306", "Yemek çok tuzlu.", "þikayet"
"5307", "Yemek çok ekþi.", "þikayet"
"5308", "Çilek hiç güzel deðildi.", "þikayet"
"5309", "Pýrasa hiç güzel deðildi.", "þikayet"
"5310", "Bakla yemeði hiç güzel deðildi.", "þikayet"
"5311", "Cursor AI yapay zeka destekli bir kod editörüdür", "bilgi"
"5312", "Cursor AI özellikle yazýlým geliþtiriciler için tasarlanmýþtýr", "bilgi"
"5313", "Cursor AI kod tamamlama yetenekleriyle öne çýkar", "bilgi"
"5314", "Cursor AI OpenAI teknolojileriyle entegre çalýþýr", "bilgi"
"5315", "Cursor AI kullanýcýlarýn daha hýzlý kod yazmasýný saðlar", "bilgi"
"5316", "Cursor AI kodun ne yaptýðýný açýklayabilir", "bilgi"
"5317", "Cursor AI refaktör önerileri sunabilir", "bilgi"
"5318", "Cursor AI terminal ve dosya gezgini içerir", "bilgi"
"5319", "Cursor AI farklý programlama dillerini destekler", "bilgi"
"5320", "Cursor AI kod bloklarý üzerinde yorum yapabilir", "bilgi"
"5321", "Cursor AI görsel olarak sade bir arayüze sahiptir", "bilgi"
"5322", "Cursor AI satýr bazlý kod üretimi saðlayabilir", "bilgi"
"5323", "Cursor AI sürekli güncellenmektedir", "bilgi"
"5324", "Cursor AI Git entegrasyonuna sahiptir", "bilgi"
"5325", "Cursor AI kütüphane önerilerinde bulunabilir", "bilgi"
"5326", "Cursor AI ile yazýlan kodlar IDE dýþýnda çalýþabilir", "bilgi"
"5327", "Cursor AI sürükle býrak özelliði ile dosya açabilir", "bilgi"
"5328", "Cursor AI kodu daha okunabilir hale getirebilir", "bilgi"
"5329", "Cursor AI kodda hata olup olmadýðýný kontrol edebilir", "bilgi"
"5330", "Cursor AI satýr içi önerilerde bulunur", "bilgi"
"5331", "Cursor AI hýzlý dosya aramasý yapabilir", "bilgi"
"5332", "Cursor AI yorum satýrlarýný analiz edebilir", "bilgi"
"5333", "Cursor AI kullanýcýnýn kod stiline uyum saðlar", "bilgi"
"5334", "Cursor AI açýk kaynaklý deðildir", "bilgi"
"5335", "Cursor AI çevrimdýþý modda çalýþmaz", "bilgi"
"5336", "Cursor AI bazý özel GPT modelleriyle entegredir", "bilgi"
"5337", "Cursor AI Visual Studio Code benzeri bir yapýya sahiptir", "bilgi"
"5338", "Cursor AI hata mesajlarýný daha anlaþýlýr hale getirir", "bilgi"
"5339", "Cursor AI proje bazlý çalýþma imkaný sunar", "bilgi"
"5340", "Cursor AI kod yorumlarýný geliþtirme önerileri sunar", "bilgi"
"5341", "Cursor AI web tabanlý deðildir", "bilgi"
"5342", "Cursor AI masaüstü uygulamasý olarak çalýþýr", "bilgi"
"5343", "Cursor AI doðal dil komutlarýný anlayabilir", "bilgi"
"5344", "Cursor AI dosya türüne göre yardým sunabilir", "bilgi"
"5345", "Cursor AI kullanýcý alýþkanlýklarýný öðrenebilir", "bilgi"
"5346", "Cursor AI JSON ve YAML dosyalarýyla uyumludur", "bilgi"
"5347", "Cursor AI kod yazarken otomatik açýklama üretebilir", "bilgi"
"5348", "Cursor AI performans açýsýndan oldukça hýzlýdýr", "bilgi"
"5349", "Cursor AI eðitim ortamlarýnda kullanýlabilir", "bilgi"
"5350", "Cursor AI deneme sürümü ücretsizdir", "bilgi"
"5351", "Cursor AI kýsa yollarla daha verimli çalýþýlabilir", "bilgi"
"5352", "Cursor AI teknik borç azaltmak için destek sunar", "bilgi"
"5353", "Cursor AI detaylý dökümantasyon içerir", "bilgi"
"5354", "Cursor AI kullanýcýdan gelen geri bildirimle geliþmektedir", "bilgi"
"5355", "Cursor AI plugin desteði sunmaz", "bilgi"
"5356", "Cursor AI sade ve dikkat daðýtmayan temalar içerir", "bilgi"
"5357", "Cursor AI ile test fonksiyonlarý üretilebilir", "bilgi"
"5358", "Cursor AI backend frontend fark etmeksizin kullanýlabilir", "bilgi"
"5359", "Cursor AI sýnýrlý kaynak tüketimi ile çalýþýr", "bilgi"
"5360", "Cursor AI kodu analiz ederek geri bildirimde bulunur", "bilgi"
"5361", "Devlet dairelerinde iþlemler çok yavaþ ilerliyor", "þikayet"
"5362", "Devlet daireleri gereksiz belge talep ediyor", "þikayet"
"5363", "Devlet dairelerinde sýra beklemek yorucu", "þikayet"
"5364", "Devlet dairelerinde memurlar ilgisiz davranýyor", "þikayet"
"5365", "Devlet dairelerinde randevu almak zor", "þikayet"
"5366", "Devlet dairelerinde sistemler sýk sýk çöküyor", "þikayet"
"5367", "Devlet dairelerinde dijital dönüþüm eksik", "þikayet"
"5368", "Devlet dairelerinde iþlemler karmaþýk", "þikayet"
"5369", "Devlet dairelerinde yönlendirme yetersiz", "þikayet"
"5370", "Devlet dairelerinde personel sayýsý az", "þikayet"
"5371", "Devlet dairelerinde dosyalar kaybolabiliyor", "þikayet"
"5372", "Devlet dairelerinde yanlýþ bilgi veriliyor", "þikayet"
"5373", "Devlet dairelerinde iþlemler uzuyor", "þikayet"
"5374", "Devlet dairelerinde iletiþim sorunlu", "þikayet"
"5375", "Devlet dairelerinde hizmet saatleri yetersiz", "þikayet"
"5376", "Devlet dairelerinde hafta sonu hizmet verilmiyor", "þikayet"
"5377", "Devlet dairelerinde e-devlet ile entegre olmayan iþlemler var", "þikayet"
"5378", "Devlet dairelerinde bina þartlarý kötü", "þikayet"
"5379", "Devlet dairelerinde klima eksikliði var", "þikayet"
"5380", "Devlet dairelerinde otopark sýkýntýsý yaþanýyor", "þikayet"
"5381", "Devlet dairelerinde güvenlik kontrolleri yavaþlatýyor", "þikayet"
"5382", "Devlet dairelerinde yön tabelalarý yetersiz", "þikayet"
"5383", "Devlet dairelerinde çaðrý merkezleri yeterli deðil", "þikayet"
"5384", "Devlet dairelerinde online sistemler eksik çalýþýyor", "þikayet"
"5385", "Devlet dairelerinde iþlemler için çok yer geziliyor", "þikayet"
"5386", "Devlet dairelerinde mesai dýþý hizmet verilmiyor", "þikayet"
"5387", "Devlet dairelerinde özürlü eriþimi yetersiz", "þikayet"
"5388", "Devlet dairelerinde yaþlýlar için kolaylýk saðlanmýyor", "þikayet"
"5389", "Devlet dairelerinde danýþma yetersiz kalýyor", "þikayet"
"5390", "Devlet dairelerinde bilgi kirliliði yaþanýyor", "þikayet"
"5391", "Devlet dairelerinde personel eðitimi eksik", "þikayet"
"5392", "Devlet dairelerinde hizmetler güncellenmiyor", "þikayet"
"5393", "Devlet dairelerinde sýra numarasý sistemleri bozuk", "þikayet"
"5394", "Devlet dairelerinde iþlemler tekrarlanýyor", "þikayet"
"5395", "Devlet dairelerinde fiziksel arþivler güvenli deðil", "þikayet"
"5396", "Devlet dairelerinde iþlemler saatlerce sürüyor", "þikayet"
"5397", "Devlet dairelerinde vatandaþlar maðdur oluyor", "þikayet"
"5398", "Devlet dairelerinde sonuç almak zaman alýyor", "þikayet"
"5399", "Devlet dairelerinde internet altyapýsý yetersiz", "þikayet"
"5400", "Devlet dairelerinde kimlik doðrulama süreci yavaþ", "þikayet"
"5401", "Devlet dairelerinde danýþma hizmeti eksik", "þikayet"
"5402", "Devlet dairelerinde çalýþanlar yorgun görünüyor", "þikayet"
"5403", "Devlet dairelerinde yeni sistemler anlatýlmýyor", "þikayet"
"5404", "Devlet dairelerinde vatandaþ rehberi bulunmuyor", "þikayet"
"5405", "Devlet dairelerinde engelli asansörü yok", "þikayet"
"5406", "Devlet dairelerinde sýraya girerken kaos yaþanýyor", "þikayet"
"5407", "Devlet dairelerinde iþlemler bölümler arasýnda parçalanýyor", "þikayet"
"5408", "Devlet dairelerinde bilgi almak için uzun süre bekleniyor", "þikayet"
"5409", "Devlet dairelerinde sistem hatasý sýk yaþanýyor", "þikayet"
"5410", "Devlet dairelerinde sorunlara çözüm üretilmiyor", "þikayet"
"5411", "Sorunlara çözüm üretilmiyor.", "þikayet"
"5412", "Çözüm üretilmiyor.", "þikayet"
"5413", "Çözüm üretmiyorlar.", "þikayet"
"5414", "Çözüm sunmuyorlar.", "þikayet"
"5415", "O resmen kaostan besleniyor.", "þikayet"
"5416", "Bazý GPT modelleriyle entegredir.", "bilgi"
"5417", "Çevrýmdýþý durumda çalýþmaz.", "bilgi"
"5418", "O durumda çalýþmaz.", "bilgi"
"5419", "GPT modelleriyle entegredir.", "bilgi"
"5420", "Diðer bazý modellerle entegredir.", "bilgi"
"5421", "Faturalar devlet dairesinden ödeniyor.", "bilgi"
"5422", "Faturalar online sistemden ödenebiliyor.", "bilgi"
"5423", "Aylardýr faturasýný ödememiþ.", "þikayet"
"5424", "Faturanýzý ödemediniz.", "þikayet"
"5425", "Akdeniz Bölgesi Türkiye'nin güneyinde yer alýr", "bilgi"
"5426", "Akdeniz Bölgesi yazlarý sýcak ve kuraktýr", "bilgi"
"5427", "Akdeniz Bölgesi portakal üretiminde öncüdür", "bilgi"
"5428", "Akdeniz Bölgesi birçok antik kente ev sahipliði yapar", "bilgi"
"5429", "Akdeniz Bölgesi'nde deniz turizmi geliþmiþtir", "bilgi"
"5430", "Akdeniz Bölgesi'nin en büyük ili Antalya'dýr", "bilgi"
"5431", "Akdeniz Bölgesi'nde tarým faaliyetleri yaygýndýr", "bilgi"
"5432", "Akdeniz Bölgesi muz üretiminde liderdir", "bilgi"
"5433", "Akdeniz Bölgesi'nde zeytin üretimi yoðundur", "bilgi"
"5434", "Akdeniz Bölgesi narenciye bahçeleriyle bilinir", "bilgi"
"5435", "Akdeniz Bölgesi yaz turizmi açýsýndan önemlidir", "bilgi"
"5436", "Akdeniz Bölgesi kýyý kesiminde nem oraný yüksektir", "bilgi"
"5437", "Akdeniz Bölgesi'nde seracýlýk geliþmiþtir", "bilgi"
"5438", "Akdeniz Bölgesi tarihi kalýntýlar açýsýndan zengindir", "bilgi"
"5439", "Akdeniz Bölgesi'nde Toros Daðlarý yer alýr", "bilgi"
"5440", "Akdeniz Bölgesi'nde yaylacýlýk kültürü vardýr", "bilgi"
"5441", "Akdeniz Bölgesi'nin bitki örtüsü makidir", "bilgi"
"5442", "Akdeniz Bölgesi'nde doðal limanlar bulunur", "bilgi"
"5443", "Akdeniz Bölgesi'nde yaz mevsimi uzun sürer", "bilgi"
"5444", "Akdeniz Bölgesi'nde pamuk üretimi yapýlýr", "bilgi"
"5445", "Akdeniz Bölgesi'nde ticaret limanlarý geliþmiþtir", "bilgi"
